
 LIST ALL SELECTED NODES.   DSYS=      0

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE 2019 R3          19.5     ***
 ANSYS Academic Research                           
 00208316  VERSION=WINDOWS x64   16:50:34  JUN 03, 2020 CP=      0.500

 Modal Analysis--Modal (D5)                                                    



   NODE        X                   Y                   Z
 00208316  VERSION=WINDOWS x64   16:50:34  JUN 03, 2020 CP=      0.562

 Modal Analysis--Modal (D5)                                                    



   NODE        X                   Y                   Z
      301   0.649000000000E-001    0.00000000000         0.00000000000     
      302   0.650000000000E-001    0.00000000000         0.00000000000     
      303   0.651000000000E-001    0.00000000000         0.00000000000     
      304   0.652000000000E-001    0.00000000000         0.00000000000     
      305   0.653000000000E-001    0.00000000000         0.00000000000     
      306   0.654000000000E-001    0.00000000000         0.00000000000     
      307   0.655000000000E-001    0.00000000000         0.00000000000     
      308   0.656000000000E-001    0.00000000000         0.00000000000     
      309   0.657000000000E-001    0.00000000000         0.00000000000     
      310   0.658000000000E-001    0.00000000000         0.00000000000     
      311   0.659000000000E-001    0.00000000000         0.00000000000     
      312   0.660000000000E-001    0.00000000000         0.00000000000     
      313   0.661000000000E-001    0.00000000000         0.00000000000     
      314   0.662000000000E-001    0.00000000000         0.00000000000     
      315   0.663000000000E-001    0.00000000000         0.00000000000     
      316   0.664000000000E-001    0.00000000000         0.00000000000     
      317   0.665000000000E-001    0.00000000000         0.00000000000     
      318   0.666000000000E-001    0.00000000000         0.00000000000     
      319   0.667000000000E-001    0.00000000000         0.00000000000     
      320   0.668000000000E-001    0.00000000000         0.00000000000     
      321   0.669000000000E-001    0.00000000000         0.00000000000     
      322   0.670000000000E-001    0.00000000000         0.00000000000     
      323   0.671000000000E-001    0.00000000000         0.00000000000     
      324   0.672000000000E-001    0.00000000000         0.00000000000     
      325   0.673000000000E-001    0.00000000000         0.00000000000     
      326   0.674000000000E-001    0.00000000000         0.00000000000     
      327   0.675000000000E-001    0.00000000000         0.00000000000     
      328   0.676000000000E-001    0.00000000000         0.00000000000     
      329   0.677000000000E-001    0.00000000000         0.00000000000     
      330   0.678000000000E-001    0.00000000000         0.00000000000     
      331   0.679000000000E-001    0.00000000000         0.00000000000     
      332   0.680000000000E-001    0.00000000000         0.00000000000     
      333   0.681000000000E-001    0.00000000000         0.00000000000     
      334   0.682000000000E-001    0.00000000000         0.00000000000     
      335   0.683000000000E-001    0.00000000000         0.00000000000     
      336   0.684000000000E-001    0.00000000000         0.00000000000     
      337   0.685000000000E-001    0.00000000000         0.00000000000     
      338   0.686000000000E-001    0.00000000000         0.00000000000     
      339   0.687000000000E-001    0.00000000000         0.00000000000     
      340   0.688000000000E-001    0.00000000000         0.00000000000     
      341   0.689000000000E-001    0.00000000000         0.00000000000     
      342   0.690000000000E-001    0.00000000000         0.00000000000     
      343   0.691000000000E-001    0.00000000000         0.00000000000     
      344   0.692000000000E-001    0.00000000000         0.00000000000     
      345   0.693000000000E-001    0.00000000000         0.00000000000     
      346   0.694000000000E-001    0.00000000000         0.00000000000     
      347   0.695000000000E-001    0.00000000000         0.00000000000     
      348   0.696000000000E-001    0.00000000000         0.00000000000     
      349   0.697000000000E-001    0.00000000000         0.00000000000     
      350   0.698000000000E-001    0.00000000000         0.00000000000     

 *** ANSYS - ENGINEERING ANALYSIS SYSTEM  RELEASE 2019 R3          19.5     ***
 ANSYS Academic Research                           
 00208316  VERSION=WINDOWS x64   16:50:34  JUN 03, 2020 CP=      0.562

 Modal Analysis--Modal (D5)                                                    



   NODE        X                   Y                   Z
      351   0.699000000000E-001    0.00000000000         0.00000000000     
      352    0.00000000000         0.00000000000         0.00000000000     
      353   0.100000000000E-003    0.00000000000         0.00000000000     
      354   0.200000000000E-003    0.00000000000         0.00000000000     
      355   0.300000000000E-003    0.00000000000         0.00000000000     
      356   0.400000000000E-003    0.00000000000         0.00000000000     
      357   0.500000000000E-003    0.00000000000         0.00000000000     
      358   0.600000000000E-003    0.00000000000         0.00000000000     
      359   0.700000000000E-003    0.00000000000         0.00000000000     
      360   0.800000000000E-003    0.00000000000         0.00000000000     
      361   0.900000000000E-003    0.00000000000         0.00000000000     
      362   0.100000000000E-002    0.00000000000         0.00000000000     
      363   0.110000000000E-002    0.00000000000         0.00000000000     
      364   0.120000000000E-002    0.00000000000         0.00000000000     
      365   0.130000000000E-002    0.00000000000         0.00000000000     
      366   0.140000000000E-002    0.00000000000         0.00000000000     
      367   0.150000000000E-002    0.00000000000         0.00000000000     
      368   0.160000000000E-002    0.00000000000         0.00000000000     
      369   0.170000000000E-002    0.00000000000         0.00000000000     
      370   0.180000000000E-002    0.00000000000         0.00000000000     
      371   0.190000000000E-002    0.00000000000         0.00000000000     
      372   0.200000000000E-002    0.00000000000         0.00000000000     
      373   0.210000000000E-002    0.00000000000         0.00000000000     
      374   0.220000000000E-002    0.00000000000         0.00000000000     
      375   0.230000000000E-002    0.00000000000         0.00000000000     
      376   0.240000000000E-002    0.00000000000         0.00000000000     
      377   0.250000000000E-002    0.00000000000         0.00000000000     
      378   0.260000000000E-002    0.00000000000         0.00000000000     
      379   0.270000000000E-002    0.00000000000         0.00000000000     
      380   0.280000000000E-002    0.00000000000         0.00000000000     
      381   0.290000000000E-002    0.00000000000         0.00000000000     
      382   0.300000000000E-002    0.00000000000         0.00000000000     
      383   0.310000000000E-002    0.00000000000         0.00000000000     
      384   0.320000000000E-002    0.00000000000         0.00000000000     
      385   0.330000000000E-002    0.00000000000         0.00000000000     
